Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,570847,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,20378.49021,12.26248014,95141.16667,232489.9656,569709,10,1001,500.5,447.5985925,817,184,570786,190262.0,328611.1664,569709,10,0,0,0,0,72,92,5.255348631,7.007131508,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,551346,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,21088.39096,14.50994475,78763.71429,206634.7691,547360,69,3450,1725.0,2248.599564,3315,135,551277,137819.25,273031.8411,547360,158,0,0,0,0,72,112,5.441229283,9.068715471,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,92832997,8,5,56,11607,20,0,7.0,5.656854249,7215,0,2321.4,3327.769794,125.6342074,0.140036414,7736083.083,23900000.0,83200000,3,91800000,13100000.0,31100000.0,83200000,3,1043403,260850.75,520991.6474,1042338,4,0,0,0,0,172,112,0.086176255,0.053860159,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,6975.0,0.0,6975,6975,45900000.0,52800000.0,83200000,8534594,DDoS
80,437212,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,26593.50613,20.58497937,54651.5,139737.1804,398949,16,37815,18907.5,26688.33124,37779,36,437106,87421.2,174917.4799,398949,16,0,0,0,0,72,132,6.86165979,13.72331958,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,8028784,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.989244698,0.49820745,2676261.333,4635417.14,8028780,1,8028784,2676261.333,4635417.14,8028780,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.49820745,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4.0,0.0,4,4,8028780.0,0.0,8028780,8028780,DDoS
80,7980869,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.758989153,0.626498192,1995217.25,3989118.527,7978895,1,7980869,1995217.25,3989118.527,7978895,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.626498192,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1974.0,0.0,1974,1974,7978895.0,0.0,7978895,7978895,DDoS
80,3976992,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,6.034711661,1.005785277,1325664.0,2292657.632,3972996,3,3976992,1325664.0,2292657.632,3972996,3,0,0.0,0.0,0,0,0,0,0,0,80,0,1.005785277,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,5334965,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.498623702,0.749770617,1778321.667,3079283.555,5333972,3,5334965,1778321.667,3079283.555,5333972,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.749770617,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,993.0,0.0,993,993,5333972.0,0.0,5333972,5333972,DDoS
80,802332,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,14498.98546,8.724567885,133722.0,327113.7702,801440,4,781,390.5,482.9539316,732,49,802264,267421.3333,462473.9114,801440,4,0,0,0,0,72,92,3.739100522,4.985467363,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,785252,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,14814.35259,11.46128886,98156.5,277280.664,784391,3,671,335.5,470.2260095,668,3,785115,157023.0,350709.4671,784391,3,0,0,0,0,72,132,3.82042962,7.64085924,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,2050992,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,11.70165461,1.950275769,683664.0,1178947.208,2044993,991,2050992,683664.0,1178947.208,2044993,991,0,0.0,0.0,0,0,0,0,0,0,80,0,1.950275769,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6089160,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.926787931,0.821131322,1522290.0,3043043.479,6086855,5,6089160,1522290.0,3043043.479,6086855,5,0,0.0,0.0,0,0,0,0,0,0,100,0,0.821131322,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2305.0,0.0,2305,2305,6086855.0,0.0,6086855,6086855,DDoS
80,88143126,9,6,62,11607,20,0,6.888888889,5.30199124,5840,0,1934.5,2538.919278,132.3869544,0.170177763,6295937.571,21700000.0,81500000,1,87200000,10900000.0,28600000.0,81500000,1,954583,190916.6,426197.7478,953322,8,0,0,0,0,192,132,0.102106658,0.068071105,0,5840,729.6875,1754.344767,3077725.563,0,0,0,0,1,0,0,0,0,778.3333333,6.888888889,1934.5,192,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,960.0,0.0,960,960,43600000.0,53600000.0,81500000,5678458,DDoS
80,3452922,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,8.688293567,1.448048928,863230.5,1726359.001,3452769,1,3452922,863230.5,1726359.001,3452769,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.448048928,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,55524,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,432.2455155,72.04091924,18508.0,31695.82627,55107,107,55524,18508.0,31695.82627,55107,107,0,0.0,0.0,0,0,0,0,0,0,80,0,72.04091924,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1416960,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,8209.829494,5.645889792,202422.8571,535203.4018,1416150,4,594,297.0,414.3645738,590,4,1416943,354235.75,707942.8834,1416150,4,0,0,0,0,72,112,2.117208672,3.52868112,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,2400966,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,9.995976619,1.665996103,800322.0,1382983.941,2397254,1006,2400966,800322.0,1382983.941,2397254,1006,0,0.0,0.0,0,0,0,0,0,0,80,0,1.665996103,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,572806,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,20298.3209,13.96633415,81829.42857,212586.9103,563888,30,8508,4254.0,5160.465289,7903,605,572741,143185.25,280495.6786,563888,187,0,0,0,0,72,112,5.237375307,8.728958845,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1875357,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,6203.085599,4.265854448,267908.1429,708483.2161,1874597,3,537,268.5,375.4737008,534,3,1875340,468835.0,937174.6944,1874597,4,0,0,0,0,72,112,1.599695418,2.66615903,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1775058,3,4,26,11601,20,0,8.666666667,10.26320288,10135,0,2900.25,4871.82583,6550.2085,3.943533113,295843.0,721009.4557,1767588,2,7017,3508.5,4958.939856,7015,2,1774682,591560.6667,1018475.069,1767588,193,0,0,0,0,72,92,1.69008562,2.253447493,0,10135,1453.375,3544.652026,12600000.0,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,172419,4,3,26,11607,20,0,6.5,9.433981132,11595,6,3869.0,6690.91227,67469.36243,40.59877392,28736.5,70028.01618,171680,45,643,214.3333333,290.6997305,550,45,171726,85863.0,121363.5653,171680,46,0,0,0,0,104,60,23.19929938,17.39947454,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,1,0,0,0,0,1661.857143,6.5,3869.0,104,0,0,0,0,0,0,4,26,3,11607,29200,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,81656558,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,142.7564458,0.146956966,7423323.455,21500000.0,71800000,3,81600000,11700000.0,26800000.0,71800000,3,50082,16694.0,14341.44355,26145,192,0,0,0,0,172,92,0.097971311,0.048985655,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,648.0,0.0,648,648,40800000.0,43800000.0,71800000,9850829,DDoS
80,2284941,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,10.50355348,1.750592247,761647.0,1318475.185,2284091,313,2284941,761647.0,1318475.185,2284091,313,0,0.0,0.0,0,0,0,0,0,0,80,0,1.750592247,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,2183474,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,10.99165825,1.831943041,727824.6667,1259981.515,2182726,332,2183474,727824.6667,1259981.515,2182726,332,0,0.0,0.0,0,0,0,0,0,0,80,0,1.831943041,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,9352754,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.207611362,0.534601894,2338188.5,4675054.356,9350770,4,9352754,2338188.5,4675054.356,9350770,4,0,0.0,0.0,0,0,0,0,0,0,100,0,0.534601894,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1984.0,0.0,1984,1984,9350770.0,0.0,9350770,9350770,DDoS
80,116287,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,100036.9775,77.39472168,14535.875,40813.416,115543,2,582,291.0,407.293506,579,3,116239,23247.8,51595.16414,115543,2,0,0,0,0,72,132,25.79824056,51.59648112,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1045082,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,11131.18396,6.698039006,174180.3333,426323.7789,1044410,3,604,302.0,422.8498551,601,3,1045027,348342.3333,602812.3585,1044410,5,0,0,0,0,72,92,2.870588145,3.82745086,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,5363855,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.592992353,0.932165392,1340963.75,2679178.49,5359731,3,5363855,1340963.75,2679178.49,5359731,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.932165392,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,4124.0,0.0,4124,4124,5359731.0,0.0,5359731,5359731,DDoS
80,290584,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,40012.5265,24.08941993,48430.66667,109899.826,272297,33,18058,9029.0,12469.12098,17846,212,290551,96850.33333,152205.6396,272297,160,0,0,0,0,72,92,10.32403711,13.76538282,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,819171,2,4,20,11607,20,0,10.0,14.14213562,11595,0,2901.75,5795.50069,14193.61769,7.324478039,163834.2,365693.3159,818006,48,929,929.0,0.0,929,929,819122,273040.6667,471953.9679,818006,188,0,0,0,0,52,92,2.44149268,4.88298536,0,11595,1661.0,4380.487987,19200000.0,0,0,0,1,0,0,0,0,2,1937.833333,10.0,2901.75,52,0,0,0,0,0,0,2,20,4,11607,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,9903578,8,6,56,11601,20,0,7.0,5.656854249,4380,0,1933.5,1757.789948,1177.049345,1.413630508,761813.6923,1764210.466,6167801,3,8126612,1160944.571,2320328.559,6167801,3,1811726,362345.2,790663.8932,1776473,14,0,0,0,0,172,132,0.807788862,0.605841646,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1923961.0,0.0,1923961,1923961,6167801.0,0.0,6167801,6167801,DDoS
80,277058,3,5,26,11607,20,0,8.666666667,10.26320288,8675,0,2321.4,3769.536019,41987.59826,28.87482043,39579.71429,104109.9435,275678,17,954,477.0,552.9575029,868,86,277041,69260.25,137612.4025,275678,166,0,0,0,0,72,112,10.82805766,18.04676277,0,8675,1292.555556,2931.429562,8593279.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1620023,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,18.51825561,3.086375934,405005.75,808688.9673,1618039,3,1620023,405005.75,808688.9673,1618039,3,0,0.0,0.0,0,0,0,0,0,0,100,0,3.086375934,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,4518846,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,6.638863108,1.106477185,1129711.5,2258107.048,4516872,3,4518846,1129711.5,2258107.048,4516872,3,0,0.0,0.0,0,0,0,0,0,0,100,0,1.106477185,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,7922431,7,6,50,11601,20,0,7.142857143,6.094494002,7300,0,1933.5,2720.783986,1470.634456,1.640910473,660202.5833,1813632.649,6214799,2,7921776,1320296.0,2488100.524,6214799,2,37573,7514.6,16531.62322,37087,44,0,0,0,0,152,132,0.883567178,0.757343295,0,7300,832.6428571,1956.023423,3826027.632,0,0,0,0,1,0,0,0,0,896.6923077,7.142857143,1933.5,152,0,0,0,0,0,0,7,50,6,11601,256,229,5,20,1670009.0,0.0,1670009,1670009,6214799.0,0.0,6214799,6214799,DDoS
80,85382,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,136246.5157,93.69656368,12197.42857,31819.32589,84356,4,674,337.0,316.783838,561,113,85316,21329.0,42019.26128,84356,4,0,0,0,0,72,112,35.13621138,58.5603523,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,97000878,8,5,56,11607,20,0,7.0,5.656854249,5840,0,2321.4,3173.373883,120.2360251,0.134019405,8083406.5,24500000.0,85300000,3,96700000,13800000.0,31800000.0,85300000,196,282266,70566.5,139184.8517,279335,3,0,0,0,0,172,112,0.08247348,0.051545925,0,5840,833.5,2103.115592,4423095.192,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,2193.0,0.0,2193,2193,48400000.0,52300000.0,85300000,11400000,DDoS
80,8103881,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.701929977,0.616988329,2025970.25,4051271.194,8102877,1,8103881,2025970.25,4051271.194,8102877,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.616988329,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1004.0,0.0,1004,1004,8102877.0,0.0,8102877,8102877,DDoS
80,622196,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,18696.68079,12.85768472,88885.14286,234785.3157,621328,3,629,314.5,440.5275247,626,3,622146,155536.5,310527.7979,621328,4,0,0,0,0,72,112,4.821631769,8.036052948,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,694399,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,16743.97573,11.52075392,99199.85714,252105.6295,670603,42,23063,11531.5,15984.14879,22834,229,694347,173586.75,331517.0671,670603,154,0,0,0,0,72,112,4.320282719,7.200471199,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1563439,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,7440.648468,5.756540549,195429.875,552302.6212,1562309,2,783,391.5,529.6229791,766,17,1563381,312676.2,698566.0475,1562309,2,0,0,0,0,72,132,1.91884685,3.8376937,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6219835,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.823279074,0.803879846,1554958.75,3107258.415,6215846,3,6219835,1554958.75,3107258.415,6215846,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.803879846,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3989.0,0.0,3989,3989,6215846.0,0.0,6215846,6215846,DDoS
80,1231039,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,9449.741235,7.310897543,153879.875,434929.7596,1230276,2,645,322.5,451.8412332,642,3,1230992,246198.4,550116.1694,1230276,2,0,0,0,0,72,132,2.436965848,4.873931695,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,9319771,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.218963213,0.536493869,2329942.75,4658539.524,9317752,0,9319771,2329942.75,4658539.524,9317752,0,0,0.0,0.0,0,0,0,0,0,0,100,0,0.536493869,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2019.0,0.0,2019,2019,9317752.0,0.0,9317752,9317752,DDoS
80,125998,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,92326.86233,63.49307132,17999.71429,47100.93555,124812,4,998,499.0,636.3961031,949,49,125973,31493.25,62214.05496,124812,4,0,0,0,0,72,112,23.80990174,39.68316957,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,78333967,8,5,56,11607,20,0,7.0,5.656854249,5840,0,2321.4,3173.373883,148.8881573,0.165956104,6527830.583,21400000.0,74500000,3,78300000,11200000.0,27900000.0,74500000,3,64664,16166.0,31738.3534,63770,3,0,0,0,0,172,112,0.102126833,0.063829271,0,5840,833.5,2103.115592,4423095.192,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,3797922.0,0.0,3797922,3797922,74500000.0,0.0,74500000,74500000,DDoS
80,1099339,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,10581.81325,7.277100148,157048.4286,415038.0271,1098266,6,868,434.0,500.6316011,788,80,1099323,274830.75,548956.9559,1098266,6,0,0,0,0,72,112,2.728912556,4.548187593,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,82685521,8,6,56,11601,20,0,7.0,5.656854249,5840,0,1933.5,2189.772933,140.9799425,0.169316222,6360424.692,21800000.0,79000000,3,81500000,11600000.0,29700000.0,79000000,3,1211757,242351.4,531252.151,1192572,15,0,0,0,0,172,132,0.096752127,0.072564095,0,5840,777.5333333,1633.102694,2667024.41,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,2481272.0,0.0,2481272,2481272,79000000.0,0.0,79000000,79000000,DDoS
80,11109701,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.16027416,0.360045693,3703233.667,6413311.599,11100000,4,11100000,3703233.667,6413311.599,11100000,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.360045693,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1013.0,0.0,1013,1013,11100000.0,0.0,11100000,11100000,DDoS
80,7853735,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.055870869,0.509311812,2617911.667,4533738.54,7853022,340,7853735,2617911.667,4533738.54,7853022,340,0,0.0,0.0,0,0,0,0,0,0,80,0,0.509311812,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,713.0,0.0,713,713,7853022.0,0.0,7853022,7853022,DDoS
80,2040989,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,14.69875634,2.449792723,510247.25,1019829.273,2039991,3,2040989,510247.25,1019829.273,2039991,3,0,0.0,0.0,0,0,0,0,0,0,100,0,2.449792723,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,9989740,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.402464929,0.400410822,3329913.333,5764976.693,9986735,1011,9989740,3329913.333,5764976.693,9986735,1011,0,0.0,0.0,0,0,0,0,0,0,80,0,0.400410822,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,3005.0,0.0,3005,3005,9986735.0,0.0,9986735,9986735,DDoS
80,187223,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,62102.41263,48.07101692,23402.875,64669.99655,183431,34,3241,1620.5,2211.122905,3184,57,187189,37437.8,81623.92263,183431,46,0,0,0,0,72,132,16.02367231,32.04734461,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
